id,type,url,payload,user_id,session_id,received_at,created_at,domain
21765,time-spent,euqs.shein.com/hotsale/Men-Top-Rated-Clothing-sc-00331083.html,"{""duration"":5030}",ddb693bf-df31-4881-a0de-5cca527b0504,a8aaa84f-e585-473a-bae5-22e8f7233eef,2025-04-05T16:13:01.143331+00:00,2025-04-05T16:13:01.143331+00:00,shein.com
21766,time-spent,euqs.shein.com/hotsale/Men-Top-Rated-Clothing-sc-00331083.html,"{""duration"":4968}",ddb693bf-df31-4881-a0de-5cca527b0504,a8aaa84f-e585-473a-bae5-22e8f7233eef,2025-04-05T16:13:06.143394+00:00,2025-04-05T16:13:06.143394+00:00,shein.com
21767,time-spent,euqs.shein.com/hotsale/Men-Top-Rated-Clothing-sc-00331083.html,"{""duration"":5174}",ddb693bf-df31-4881-a0de-5cca527b0504,a8aaa84f-e585-473a-bae5-22e8f7233eef,2025-04-05T16:13:11.611061+00:00,2025-04-05T16:13:11.611061+00:00,shein.com
21768,time-spent,euqs.shein.com/hotsale/Men-Top-Rated-Clothing-sc-00331083.html,"{""duration"":4827}",ddb693bf-df31-4881-a0de-5cca527b0504,a8aaa84f-e585-473a-bae5-22e8f7233eef,2025-04-05T16:13:15.793494+00:00,2025-04-05T16:13:15.793494+00:00,shein.com
21769,time-spent,euqs.shein.com/hotsale/Men-Top-Rated-Clothing-sc-00331083.html,"{""duration"":4998}",ddb693bf-df31-4881-a0de-5cca527b0504,a8aaa84f-e585-473a-bae5-22e8f7233eef,2025-04-05T16:13:21.149418+00:00,2025-04-05T16:13:21.149418+00:00,shein.com
21770,time-spent,euqs.shein.com/hotsale/Men-Top-Rated-Clothing-sc-00331083.html,"{""duration"":5001}",ddb693bf-df31-4881-a0de-5cca527b0504,a8aaa84f-e585-473a-bae5-22e8f7233eef,2025-04-05T16:13:26.139566+00:00,2025-04-05T16:13:26.139566+00:00,shein.com
21771,time-spent,euqs.shein.com/hotsale/Men-Top-Rated-Clothing-sc-00331083.html,"{""duration"":5003}",ddb693bf-df31-4881-a0de-5cca527b0504,a8aaa84f-e585-473a-bae5-22e8f7233eef,2025-04-05T16:13:31.156329+00:00,2025-04-05T16:13:31.156329+00:00,shein.com
21772,time-spent,euqs.shein.com/hotsale/Men-Top-Rated-Clothing-sc-00331083.html,"{""duration"":4996}",ddb693bf-df31-4881-a0de-5cca527b0504,a8aaa84f-e585-473a-bae5-22e8f7233eef,2025-04-05T16:13:36.163157+00:00,2025-04-05T16:13:36.163157+00:00,shein.com
21773,time-spent,euqs.shein.com/hotsale/Men-Top-Rated-Clothing-sc-00331083.html,"{""duration"":5098}",ddb693bf-df31-4881-a0de-5cca527b0504,a8aaa84f-e585-473a-bae5-22e8f7233eef,2025-04-05T16:13:41.27141+00:00,2025-04-05T16:13:41.27141+00:00,shein.com
21774,time-spent,euqs.shein.com/hotsale/Men-Top-Rated-Clothing-sc-00331083.html,"{""duration"":4901}",ddb693bf-df31-4881-a0de-5cca527b0504,a8aaa84f-e585-473a-bae5-22e8f7233eef,2025-04-05T16:13:46.161456+00:00,2025-04-05T16:13:46.161456+00:00,shein.com
21775,time-spent,euqs.shein.com/hotsale/Men-Top-Rated-Clothing-sc-00331083.html,"{""duration"":4999}",ddb693bf-df31-4881-a0de-5cca527b0504,a8aaa84f-e585-473a-bae5-22e8f7233eef,2025-04-05T16:13:51.147059+00:00,2025-04-05T16:13:51.147059+00:00,shein.com
21776,time-spent,euqs.shein.com/hotsale/Men-Top-Rated-Clothing-sc-00331083.html,"{""duration"":5000}",ddb693bf-df31-4881-a0de-5cca527b0504,a8aaa84f-e585-473a-bae5-22e8f7233eef,2025-04-05T16:13:56.145364+00:00,2025-04-05T16:13:56.145364+00:00,shein.com
21777,time-spent,euqs.shein.com/hotsale/Men-Top-Rated-Clothing-sc-00331083.html,"{""duration"":5000}",ddb693bf-df31-4881-a0de-5cca527b0504,a8aaa84f-e585-473a-bae5-22e8f7233eef,2025-04-05T16:14:02.001504+00:00,2025-04-05T16:14:02.001504+00:00,shein.com
21778,time-spent,euqs.shein.com/hotsale/Men-Top-Rated-Clothing-sc-00331083.html,"{""duration"":5000}",ddb693bf-df31-4881-a0de-5cca527b0504,a8aaa84f-e585-473a-bae5-22e8f7233eef,2025-04-05T16:14:06.167426+00:00,2025-04-05T16:14:06.167426+00:00,shein.com
21779,from-directs,www.lessextension.com/,"""dkfinance""",less-website,none,2025-04-05T21:38:53.331246+00:00,2025-04-05T21:38:53.331246+00:00,lessextension.com
21780,from-directs,www.lessextension.com/,"""dkfinance""",less-website,none,2025-04-05T21:38:57.476315+00:00,2025-04-05T21:38:57.476315+00:00,lessextension.com
21781,from-directs,www.lessextension.com/,"""dkfinance""",less-website,none,2025-04-05T22:30:30.129505+00:00,2025-04-05T22:30:30.129505+00:00,lessextension.com
21782,page-view,www.matas.dk/sport-velvaere/protein-energi/proteinpulver,,62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:35:16.600126+00:00,2025-04-06T06:35:16.600126+00:00,matas.dk
21783,page-view,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,,62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:35:20.667036+00:00,2025-04-06T06:35:20.667036+00:00,matas.dk
21784,time-spent,www.matas.dk/sport-velvaere/protein-energi/proteinpulver,"{""duration"":5002}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:35:20.747058+00:00,2025-04-06T06:35:20.747058+00:00,matas.dk
21785,time-spent,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,"{""duration"":5465}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:35:23.640994+00:00,2025-04-06T06:35:23.640994+00:00,matas.dk
21786,time-spent,www.matas.dk/sport-velvaere/protein-energi/proteinpulver,"{""duration"":4999}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:35:25.679715+00:00,2025-04-06T06:35:25.679715+00:00,matas.dk
21787,welcome-modal-seen,www.matas.dk/sport-velvaere/protein-energi/proteinpulver,,62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:35:26.339906+00:00,2025-04-06T06:35:26.339906+00:00,matas.dk
21788,time-spent,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,"{""duration"":5000}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:35:28.369858+00:00,2025-04-06T06:35:28.369858+00:00,matas.dk
21789,time-spent,www.matas.dk/sport-velvaere/protein-energi/proteinpulver,"{""duration"":5006}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:35:30.620044+00:00,2025-04-06T06:35:30.620044+00:00,matas.dk
21790,time-spent,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,"{""duration"":5002}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:35:35.832702+00:00,2025-04-06T06:35:35.832702+00:00,matas.dk
21791,time-spent,www.matas.dk/sport-velvaere/protein-energi/proteinpulver,"{""duration"":5049}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:35:35.883017+00:00,2025-04-06T06:35:35.883017+00:00,matas.dk
21792,time-spent,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,"{""duration"":5007}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:35:38.640678+00:00,2025-04-06T06:35:38.640678+00:00,matas.dk
21793,time-spent,www.matas.dk/sport-velvaere/protein-energi/proteinpulver,"{""duration"":4944}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:35:40.595637+00:00,2025-04-06T06:35:40.595637+00:00,matas.dk
21794,time-spent,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,"{""duration"":5001}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:35:43.657335+00:00,2025-04-06T06:35:43.657335+00:00,matas.dk
21795,time-spent,www.matas.dk/sport-velvaere/protein-energi/proteinpulver,"{""duration"":5000}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:35:45.251287+00:00,2025-04-06T06:35:45.251287+00:00,matas.dk
21796,time-spent,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,"{""duration"":5030}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:35:50.974177+00:00,2025-04-06T06:35:50.974177+00:00,matas.dk
21797,time-spent,www.matas.dk/sport-velvaere/protein-energi/proteinpulver,"{""duration"":5011}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:35:51.089027+00:00,2025-04-06T06:35:51.089027+00:00,matas.dk
21798,time-spent,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,"{""duration"":4956}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:35:53.63281+00:00,2025-04-06T06:35:53.63281+00:00,matas.dk
21799,time-spent,www.matas.dk/sport-velvaere/protein-energi/proteinpulver,"{""duration"":4986}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:35:55.586024+00:00,2025-04-06T06:35:55.586024+00:00,matas.dk
21800,time-spent,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,"{""duration"":5003}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:35:58.670237+00:00,2025-04-06T06:35:58.670237+00:00,matas.dk
21801,time-spent,www.matas.dk/sport-velvaere/protein-energi/proteinpulver,"{""duration"":5002}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:00.651045+00:00,2025-04-06T06:36:00.651045+00:00,matas.dk
21802,time-spent,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,"{""duration"":5006}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:03.639687+00:00,2025-04-06T06:36:03.639687+00:00,matas.dk
21805,time-spent,www.matas.dk/sport-velvaere/protein-energi/proteinpulver,"{""duration"":4999}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:07.1296+00:00,2025-04-06T06:36:07.1296+00:00,matas.dk
21803,time-spent,www.matas.dk/sport-velvaere/protein-energi/proteinpulver,"{""duration"":1456}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:07.081731+00:00,2025-04-06T06:36:07.081731+00:00,matas.dk
21806,time-spent,www.matas.dk/sport-velvaere/protein-energi/proteinpulver,"{""duration"":7}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:07.137023+00:00,2025-04-06T06:36:07.137023+00:00,matas.dk
21807,time-spent,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,"{""duration"":3402}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:07.151472+00:00,2025-04-06T06:36:07.151472+00:00,matas.dk
21804,time-spent,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,"{""duration"":5}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:07.122196+00:00,2025-04-06T06:36:07.122196+00:00,matas.dk
21808,page-view,www.matas.dk/bodylab-protein-pulver,,62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:08.990587+00:00,2025-04-06T06:36:08.990587+00:00,matas.dk
21809,page-view,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,,62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:09.322137+00:00,2025-04-06T06:36:09.322137+00:00,matas.dk
21810,time-spent,www.matas.dk/bodylab-protein-pulver,"{""duration"":5014}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:13.66437+00:00,2025-04-06T06:36:13.66437+00:00,matas.dk
21811,time-spent,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,"{""duration"":5636}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:14.662406+00:00,2025-04-06T06:36:14.662406+00:00,matas.dk
21812,time-spent,www.matas.dk/bodylab-protein-pulver,"{""duration"":4986}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:18.629062+00:00,2025-04-06T06:36:18.629062+00:00,matas.dk
21814,time-spent,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,"{""duration"":4999}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:21.994093+00:00,2025-04-06T06:36:21.994093+00:00,matas.dk
21813,time-spent,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,"{""duration"":1721}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:21.942701+00:00,2025-04-06T06:36:21.942701+00:00,matas.dk
21815,time-spent,www.matas.dk/bodylab-protein-pulver,"{""duration"":2708}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:22.089454+00:00,2025-04-06T06:36:22.089454+00:00,matas.dk
21816,page-view,www.matas.dk/sport-velvaere/protein-energi/proteinpulver,,62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:23.854426+00:00,2025-04-06T06:36:23.854426+00:00,matas.dk
21817,page-view,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,,62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:23.907001+00:00,2025-04-06T06:36:23.907001+00:00,matas.dk
21818,time-spent,www.matas.dk/sport-velvaere/protein-energi/proteinpulver,"{""duration"":5012}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:28.735518+00:00,2025-04-06T06:36:28.735518+00:00,matas.dk
21819,time-spent,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,"{""duration"":5881}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:29.589392+00:00,2025-04-06T06:36:29.589392+00:00,matas.dk
21820,time-spent,www.matas.dk/sport-velvaere/protein-energi/proteinpulver,"{""duration"":4991}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:33.702994+00:00,2025-04-06T06:36:33.702994+00:00,matas.dk
21824,time-spent,www.matas.dk/sport-velvaere/protein-energi/proteinpulver,"{""duration"":76}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:33.899167+00:00,2025-04-06T06:36:33.899167+00:00,matas.dk
21821,time-spent,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,"{""duration"":4178}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:33.859708+00:00,2025-04-06T06:36:33.859708+00:00,matas.dk
21823,time-spent,www.matas.dk/sport-velvaere/protein-energi/proteinpulver,"{""duration"":7}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:33.894015+00:00,2025-04-06T06:36:33.894015+00:00,matas.dk
21822,time-spent,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,"{""duration"":5}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:33.886726+00:00,2025-04-06T06:36:33.886726+00:00,matas.dk
21825,time-spent,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,"{""duration"":814}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:36.828681+00:00,2025-04-06T06:36:36.828681+00:00,matas.dk
21826,page-view,www.matas.dk/matas-striber-whey-100-proteinpulver-jordbaer-1-kg,,62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:38.178976+00:00,2025-04-06T06:36:38.178976+00:00,matas.dk
21827,page-view,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,,62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:38.687497+00:00,2025-04-06T06:36:38.687497+00:00,matas.dk
21828,time-spent,www.matas.dk/matas-striber-whey-100-proteinpulver-jordbaer-1-kg,"{""duration"":501}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:42.98687+00:00,2025-04-06T06:36:42.98687+00:00,matas.dk
21829,time-spent,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,"{""duration"":5062}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:43.325108+00:00,2025-04-06T06:36:43.325108+00:00,matas.dk
21830,time-spent,www.matas.dk/matas-striber-whey-100-proteinpulver-jordbaer-1-kg,"{""duration"":4977}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:47.834978+00:00,2025-04-06T06:36:47.834978+00:00,matas.dk
21831,time-spent,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,"{""duration"":5012}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:48.658995+00:00,2025-04-06T06:36:48.658995+00:00,matas.dk
21832,time-spent,www.matas.dk/matas-striber-whey-100-proteinpulver-jordbaer-1-kg,"{""duration"":5007}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:52.968847+00:00,2025-04-06T06:36:52.968847+00:00,matas.dk
21833,time-spent,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,"{""duration"":4992}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:53.683201+00:00,2025-04-06T06:36:53.683201+00:00,matas.dk
21834,time-spent,www.matas.dk/matas-striber-whey-100-proteinpulver-jordbaer-1-kg,"{""duration"":3434}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:56.31016+00:00,2025-04-06T06:36:56.31016+00:00,matas.dk
21835,time-spent,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,"{""duration"":2690}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:56.328723+00:00,2025-04-06T06:36:56.328723+00:00,matas.dk
21836,page-view,www.matas.dk/sport-velvaere/protein-energi/proteinpulver,,62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:57.44227+00:00,2025-04-06T06:36:57.44227+00:00,matas.dk
21837,page-view,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,,62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:36:59.058259+00:00,2025-04-06T06:36:59.058259+00:00,matas.dk
21838,time-spent,www.matas.dk/sport-velvaere/protein-energi/proteinpulver,"{""duration"":5008}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:37:02.705118+00:00,2025-04-06T06:37:02.705118+00:00,matas.dk
21839,time-spent,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,"{""duration"":5903}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:37:03.289571+00:00,2025-04-06T06:37:03.289571+00:00,matas.dk
21840,time-spent,www.matas.dk/sport-velvaere/protein-energi/proteinpulver,"{""duration"":4997}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:37:07.550089+00:00,2025-04-06T06:37:07.550089+00:00,matas.dk
21841,time-spent,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,"{""duration"":4999}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:37:08.307939+00:00,2025-04-06T06:37:08.307939+00:00,matas.dk
21844,time-spent,www.matas.dk/sport-velvaere/protein-energi/proteinpulver,"{""duration"":4998}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:37:12.732207+00:00,2025-04-06T06:37:12.732207+00:00,matas.dk
21846,time-spent,www.matas.dk/sport-velvaere/protein-energi/proteinpulver,"{""duration"":214}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:37:12.801413+00:00,2025-04-06T06:37:12.801413+00:00,matas.dk
21843,time-spent,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,"{""duration"":4137}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:37:12.525288+00:00,2025-04-06T06:37:12.525288+00:00,matas.dk
21845,time-spent,www.matas.dk/sport-velvaere/protein-energi/proteinpulver,"{""duration"":2}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:37:12.773426+00:00,2025-04-06T06:37:12.773426+00:00,matas.dk
21842,time-spent,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,"{""duration"":1}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:37:12.494563+00:00,2025-04-06T06:37:12.494563+00:00,matas.dk
21847,page-view,www.matas.dk/sport-velvaere/protein-energi/proteinpulver,,62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:37:14.069044+00:00,2025-04-06T06:37:14.069044+00:00,matas.dk
21848,page-view,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,,62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:37:14.268205+00:00,2025-04-06T06:37:14.268205+00:00,matas.dk
21849,time-spent,www.matas.dk/sport-velvaere/protein-energi/proteinpulver,"{""duration"":5006}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:37:18.890093+00:00,2025-04-06T06:37:18.890093+00:00,matas.dk
21850,time-spent,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,"{""duration"":5448}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:37:19.650097+00:00,2025-04-06T06:37:19.650097+00:00,matas.dk
21851,time-spent,www.matas.dk/sport-velvaere/protein-energi/proteinpulver,"{""duration"":5005}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:37:23.884992+00:00,2025-04-06T06:37:23.884992+00:00,matas.dk
21852,time-spent,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,"{""duration"":5014}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:37:24.592983+00:00,2025-04-06T06:37:24.592983+00:00,matas.dk
21853,time-spent,www.matas.dk/sport-velvaere/protein-energi/proteinpulver,"{""duration"":4990}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:37:28.816179+00:00,2025-04-06T06:37:28.816179+00:00,matas.dk
21855,time-spent,www.matas.dk/sport-velvaere/protein-energi/proteinpulver,"{""duration"":796}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:37:29.366705+00:00,2025-04-06T06:37:29.366705+00:00,matas.dk
21854,time-spent,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,"{""duration"":5007}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:37:29.330503+00:00,2025-04-06T06:37:29.330503+00:00,matas.dk
21856,page-view,gtm-wj5nrrn.matas.dk/_/service_worker/5430/sw_iframe.html,,62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:37:30.917795+00:00,2025-04-06T06:37:30.917795+00:00,matas.dk
21857,page-view,www.matas.dk/matas-striber-whey-100-proteinpulver-chokolade-300-g,,62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:37:31.01867+00:00,2025-04-06T06:37:31.01867+00:00,matas.dk
21858,time-spent,www.matas.dk/matas-striber-whey-100-proteinpulver-chokolade-300-g,"{""duration"":5008}",62a45b49-6aff-4c36-b55e-ff0648a04400,ca1e0444-78dd-466a-9fac-f6d26a0247a0,2025-04-06T06:37:35.920712+00:00,2025-04-06T06:37:35.920712+00:00,matas.dk
